"","title","author","time","scraping_time","content_url","content","response","viewcount"
"1","上市櫃公司熱門股排行","jessica6136","2016-08-11_08:13","2016-08-11_16:17:35","http://www.moneydj.com/forum/showtopic-129238.aspx","分享分享分享分享分享分享分享分享資料時間：8月10日資料提供：CMoney，實際數據資料以交易所公告為準。","0 "," 45"
"2","如何聚焦指標個股，精準布局？","鴨寶&押寶","2016-08-11_08:12","2016-08-11_16:17:36","http://www.moneydj.com/forum/showtopic-129237.aspx","經濟日報提供分享","0 "," 54"
"3","操盤心法－熱錢簇擁短線看多 長線需賴旺季接棒.","大昌樹林~游燕玲","2016-08-11_08:01","2016-08-11_16:17:37","http://www.moneydj.com/forum/showtopic-129234.aspx","加權指數日線圖全球經濟情勢：英國脫歐公投後，金融市場先受加碼寬鬆的預期心理推升而走高，再因美國就業數據維持強勁而進一步走揚，市場一片欣欣向榮，短線技術面與資金面皆有利台股表現。然而，全球經濟仍具下行風險，基本面與資金面間的背離恐趨明顯，若近日升息預期開始回溫，建議逢高仍應提防外資買盤力道轉弱的風險。7月FOMC鴿派決策抵消對歐日寬鬆不如預期的失望性賣壓，尤其BOE宣布下猛藥救經濟，意外驚喜又帶動全球股市續揚，短線熱錢行情可望延續。不過，英國印鈔規模遠小於美歐日，推升力道有待觀察，尤其美國7月非農就業人數意外大幅增加，股市雖以大漲慶賀，但12月升息機率亦應聲走揚，9月升息的可能性也是不容輕忽，近日新興股匯市在熱錢的挹注下所展現的多頭氣勢，仍有可能因熱錢回流而受挫。除擔心資金效應趨緩之外，日本新振興方案對出口競爭力的幫助有限，歐元區負利率環境亦不利金融業利差表現，中國尚未能脫離成長趨緩的局面，全球經濟復甦維持疲軟，尤其美國2QGDP意外疲軟，突顯企業投資已轉趨保守，加以近來兩黨總統候選人的民調數字互有領先，後續不確定性若增加將使心態愈趨謹慎。即將進入產業旺季，應多加觀察旺季效應的表現，經濟動能若得以復甦，預估將明顯有利於行情的延續，否則在基本面乏善可陳的情況下，或將面臨兩頭落空的窘境。操作策略：國內方面，近期國際資金持續匯入令台幣強勁走升，加以電子權值股亦釋出正面展望，同步推升台股站上9,200點大關，只要近日能夠持穩於關卡上方，加上均線型態偏多，KD、RSI等指標也續強，多方應可續掌控盤優勢。然而，量能始終未能放大至有效攻擊量，後續推升力道尚待觀察，尤其全球景氣能見度有限，若無基本面支撐，熱錢恐難獨撐商品價格，而負利率不利金融業表現，油價又自高檔回落，引發金融風暴的前例仍歷歷在目，可藉由觀察外資買超的變化來推敲熱錢動向，以規避追價風險。目前最大的風險仍是全球經濟成長疲弱，外需疲軟也使我國GDP能否保一充滿變數，後續在蘋果新機即將推出的情況下，產業若可因此出現旺季效應，應有機會與熱錢達到加乘效果，可望刺激台股的價量表現，建議多加觀察進入產業旺季之族群，如光學鏡頭、二極體、手遊、晶圓代工、電競PC、IC設計和砷化鎵等相關類股。傳產方面，美國汽車產業財報雖憂喜參半，但汽車族群表現仍屬強勢，預料將持續吸引資金進駐，而股價雖因投信獲利了結賣壓而有所壓抑，但樂觀預期生技、文創及相對利基性等中小型個股，有機會於下半年出現優於大盤的表現，建議可趁此修正之際進行佈局。http://www.chinatimes.com/newspapers/20160811000164-260206","0 "," 50"
"4","台股很多「畸形兒」 謝金河：租稅問題不解決沒人要投資","大昌劉澤慧","2016-08-11_07:59","2016-08-11_16:17:39","http://www.moneydj.com/forum/showtopic-129233.aspx","觀賞相台股登上9200點，不過，財信傳媒集團董事長謝金河10日受邀演講時指出，台股這波都是靠外資表演，內資卻不願意進去，所有台股好處外資拿走，內資卻苦哈哈，股市產生很多「畸形兒」，因此，若政府不把當前很多不合理稅制釐清，從根本解決問題，再多投資獎勵，對經濟幫助不大，因為沒人會願意投資台灣。土地銀行舉辦70周年公益活動暨證券投資巡迴講座，10日邀請謝金河以「全球經濟展望與台股投資趨勢」為題演講。由於台股站上9200點再創波段新高，外界也關注台股未來走勢。謝金河表示，英國公投確定脫歐後，歐洲資金轉向亞洲尋找避險標的，由於台股殖利率相對高，台股也成為亞洲市場首選目標，尤其有些權值股在外資買進下，股價不斷上漲，像是台積電、大立光，即便今年上半年淨利衰退，但因獲利穩定及具全球競爭力，而且投資還有穩定股息可拿，股市已走向債市化。至於台股今年是否會上萬點？謝金河認為不具意義，台灣有7、8成股票根本沒漲，權值股上漲是外資拱的，現在很多證券商都在裁員，今年上半年證券業有7成虧損，政府要去正視這問題，現在內外資稅率有很大差別，外資在台股很活躍，內資都退場，台股好處都被外資拿走，內資卻苦哈哈，這對台灣經濟沒有幫助。對於行政院提出3千億元國營事業振興經濟投資計畫，謝金河指出，行政院長林全是財稅官員，若他夠認真，就要把當前很多稅制不合理釐清，例如很多人認為台灣有效稅率偏低只有12.8%，營業稅加個人所得稅率51%是全世界最高，稅率偏低就該檢討哪些稅該課不敢課或是沒課到。謝金河強調，租稅合理是促進經濟發展非常重要的原動力，該課不課、不該課的亂課，一定會影響投資意願，若政府要打擊房市，只要把房屋稅拉很高，房市就崩盤，現在股市產生很多「畸形兒」，就是因為遊戲規定不對，若政府不願從根本解決租稅問題，沒有人會在台灣投資，就像現在的勞資爭議一樣，他碰到很多企業老闆都感嘆不如歸去，很多人想退休。轉貼自:http://ppt.cc/iI2MN","0 "," 45"
"5","外資狂掃貨 金融股躍升成主流","大昌廖維凌","2016-08-11_07:07","2016-08-11_16:17:40","http://www.moneydj.com/forum/showtopic-129232.aspx","金融股兼具股價基期偏低、第3季獲利攀升兩大優勢，吸引外資狂掃貨，昨（10）日外資買超前20大股中，金融股高達12檔，配合大股東偏多，金融類股指數以大漲0.9％作收，一舉將台股拱上9,200點，成為台股達成「九二共識」的先鋒部隊。台新投顧研究部協理黃文清指出，今年初金融股曾大跌一波，低點來到838點，與去年4月間盤中高1,268點來看，跌掉430點，跌幅約34％，這波在外資加碼買盤推升，先看反彈一半位置，約在1,053點位置，仍有4～5％的上漲空間。電子股因近期漲幅多，再加上新台幣匯率第3季來強升3％，以外銷為主的電子股出現雜音，尤其中小型電子股較有疑慮，帶動外資資金大舉轉戰金融股，配合大股東近期積極回補持股，偏多心態濃，在外資及大股東二大買盤共同推升下，金融股漲勢凌厲。金融類股指數昨收在1,009點，為去年12月中來新高，成交值99.56億元，為今年6月1日來新高，成交值占比並攀升至12.35％，為今年1月30日以來新高占比，市場人氣匯集，漲勢蛻不可擋。黃文清表示，金融股昨天成交值占比雖再度上升至10％以上，但到目前為止，台股仍呈現健康的類股輪漲，還沒有出現失控，即使電子股走弱，也仍屬於漲多休息，並沒有出現「拉金融出電子」的走勢。因此，黃文清認為，金融股在股價基期偏低及第3季受惠於股利收入、股債雙多的利多激勵下，成為外資青睞的族群，未來金融股股價還有持續上漲的機會。他說，未來觀察重要指標是看，金融股是否突然爆量，成交值站比衝高到二、三成以上，只要沒有出現金融股爆量、電子下殺的情況，台股仍是向上格局。據統計，外資昨天買超台股前20名中金融股占了12檔，包括永豐金、華南金、台新金、第一金、國泰金、富邦金、合庫金、開發金、台企銀、中壽、新光金及元大金等，買超在4,000～1萬張，而第一名的永豐金更逾萬張。(工商時報)黃文清表示，金融股昨天成交值占比雖再度上升至10％以上，但到目前為止，台股仍呈現健康的類股輪漲，還沒有出現失控，即使電子股走弱，也仍屬於漲多休息，並沒有出現「拉金融出電子」的走勢。因此，黃文清認為，金融股在股價基期偏低及第3季受惠於股利收入、股債雙多的利多激勵下，成為外資青睞的族群，未來金融股股價還有持續上漲的機會。他說，未來觀察重要指標是看，金融股是否突然爆量，成交值站比衝高到二、三成以上，只要沒有出現金融股爆量、電子下殺的情況，台股仍是向上格局。據統計，外資昨天買超台股前20名中金融股占了12檔，包括永豐金、華南金、台新金、第一金、國泰金、富邦金、合庫金、開發金、台企銀、中壽、新光金及元大金等，買超在4,000～1萬張，而第一名的永豐金更逾萬張。(工商時報)本文轉載自:http://www.chinatimes.com/newspapers/20160811000162-260206","0 "," 75"
"6","台灣50反1融資爆增 戳破外資續買心態!","胡雅惠","2016-08-10_21:33","2016-08-11_16:17:42","http://www.moneydj.com/forum/showtopic-129219.aspx","台指期今日震盪走高，盤中並以9,167點創下歷史新高。統一期貨經理李宗霖表示，台股這波漲勢，多方的主力為外資，在外資籌碼面仍滿手多單的情況下，預期台股後市往上走高的機率仍較大。後續觀察重點為權值股是否持續獲得資金青睞帶領台股創高，以及9,200點是否會遇上心理關卡。美股周二小幅收高，台股期現貨今日開盤後在高檔震盪走高。台指期今日以9,136點開出後走勢震盪，9點30分時，出現一分鐘成交近4,000口的大量，將指數下壓並回測9,100點。不過，低檔支撐力道明確，指數隨即收腳後又緩步向上墊高，盤中並以9,167點創下今年新高。觀察三大類股期今日表現，以金融期表現最為強勁，盤中漲幅超過1%以上，非金電期則漲0.57%，電子期僅小漲0.2%表現相對弱勢。李宗霖表示，近幾日台指期在高檔震盪的行情中，成交量一直未見放大，顯示多空相對謹慎，預期空單將會等到明顯偏空訊號出現時才會再進場。不過，台股這波漲勢，多方的主力主要就是外資，從籌碼面而言，外資昨日仍以加碼方式布局多單。從整個8月份台指期合約來看，外資握有的期貨未平倉量皆在7萬口上下小幅變動，且若扣除除權息點數影響，台指期今日盤中也多與現貨呈現正價差，因此，預期後續行情往上走高的機率仍較大。然而近兩日新台幣強勢升值，昨日創新高後，今日再度創高，顯示外來的資金行情有延續性。李宗霖表示，台指期今日盤中高點已經在9,200點附近，先前市場預期的「九二共識」有望達成，雖然9,200點在技術面不俱有任何意義，不過，是否會有遇上心理關卡有待觀察。","0 "," 138"
"7","蘋果傳砍價供應鏈 台股2大咖失血","大昌秋如","2016-08-10_18:07","2016-08-11_16:17:43","http://www.moneydj.com/forum/showtopic-129217.aspx","蘋果iPhone銷量連兩季下滑，已經嚴重影響公司營收、獲利表現，傳出蘋果為了維持高獲利，壓縮供應鏈廠商的價格，台積電、鴻海等台廠恐遭殃。根據財經網站《InvestorsBusinessDaily》報導，加拿大皇家銀行資本市場公司（RBCCapitalMarkets）分析師指出，蘋果正在壓縮供應鏈價格，以維持本身高獲利表現，因此，認為蘋果本季（7~9月）毛利率有望優於預期。RBC分析師調查了11家供應商，其中有10間廠商預期今年下半年的毛利率會比預期來的低，調查對象中，有些供應組裝代工iPhone或蘋果電腦，有些提供蘋果晶片或關鍵零組件。分析師指出，蘋果透過壓縮各供應鏈廠商的價格，緩解匯率變動帶來的衝擊。報導也點名營收對蘋果曝險度最高的供應商，包含：DialogSemiconductor（75%營收來自蘋果）、CirrusLogic（66%）、鴻海富士康（50%）、SkyworksSolutions（44%）、日月光（31%）、InvenSense（30%），以及台積電（16%）、和碩（15~25%）等，下半年毛利率都可能受影響。(出處:中時財經投資自有風險,請投資人審慎評估)","0 "," 96"
"8","中元商機 8檔近20日漲逾5%","大昌以琳","2016-08-10_17:32","2016-08-11_16:17:45","http://www.moneydj.com/forum/showtopic-129213.aspx","傳統農曆7月一向是國人在量販百貨食品消費力最旺盛時刻，今年中元節在8月17日，據調查台灣每年中元普渡「好兄弟商機」逾300億元，引起各食品業者促銷競爭，量販百貨通路業者一個月前鳴槍起跑，甚至連網購業者也都加入戰局全力爭取，隨著銷售火熱營收亦可望創下高峰，「中元節概念股」近期也成為市場交投新寵兒。其中東森（2614）近20日強漲近三成最吸睛，宅配通（2642）與網家（8044）漲近17.5%與14%亦相當驚人。中元節商機是國內量販通路與食品業兵家必爭之地，尤其近年來「電視購物」與「網購興起」搶食大餅，因此據統計近20天量價變化，漲幅囊括中元節概念股前三強，包括購物台與網路的東森上漲28.82%最多，並爆出4.76萬張成交量；負責物流配送的宅配通亦有17.47%漲幅排名第二，擁有PChome24小時優勢的網家近20天亦有上萬張量，漲13.99%排第三高。漲幅第四名是國內便利商店的全家（5903），今年採取虛實並進，且首次針對公司行號推千元有找的組合包，預估帶動業績成長1~2成。","0 "," 599"
"9","挑戰低標！2012~2016挑戰『台股大盤』記錄","朱古力男爵","2014-05-09_19:41","2016-08-11_16:17:46","http://www.moneydj.com/forum/showtopic-98132.aspx","日期發行量加權股價報酬指數報酬率11/30/20119551.585/9/201413134.937.52%","144 "," 17477"
"10","2016台股大盤(加權報酬指數)各年度至今日報酬率","朱古力男爵","2016-01-11_13:55","2016-08-11_16:17:48","http://www.moneydj.com/forum/showtopic-118555.aspx","日期投資時間(年)加權股價報酬指數報酬率年化報酬率1/2/200313.034,524.92172.46%7.99%1/2/200412.036,175.7999.63%5.91%1/3/200511.026,482.4290.18%6.00%1/2/200610.037,092.9973.81%5.67%1/2/20079.039,055.4136.15%3.48%1/2/20088.039,845.4225.22%2.84%1/5/20097.025,862.14110.31%11.17%1/4/20106.0210528.2617.10%2.66%1/3/20115.0211998.762.75%0.54%1/2/20124.039618.1128.18%6.36%1/2/20133.0311164.5510.43%3.33%1/2/20142.0312724.76-3.11%-1.55%1/5/20151.0214121.92-12.70%-12.51%1/4/20160.0212,844.34-4.02%-88.20%1/11/20160.0012,328.550.00%","43 "," 2954"
