"","title","author","time","scraping_time","content_url","content","response","viewcount"
"1","除權息旺季 【高殖利率】股發威","大昌以琳","2016-05-24_16:21","2016-08-13_17:18:10","http://www.moneydj.com/forum/showtopic-125240.aspx","隨著520政權交替結束，先前影響股市的不確定因素解除，市場目前回歸基本面，法人表示，預期大盤仍在尋求底部支撐，由於接下來台股將進入除權息旺季，選股方向除了基本面佳的跌深股，也可以挑選評價面高的個股為主軸。篩選目前本益比低於20倍、現金殖利率高於7%且近三日獲法人買超的上櫃股，若以本益比來看，前三名依序為華建（2530）6.9倍為最低，其次為瑞儀（6176）7倍、興富發（2542）8.2倍；若以現金殖利率而言，則為興富發的12.49%為最高、精英（2331）10.31％位居第二，太子（2511）9.87%居第三。法人指出，6月份美國聯準會利率政策會議、英國脫歐公投，為近期干擾股市的不確定因素，預期觀望氣氛消化，績優個股將有表現機會，尤其接下來台股將進入除權息旺季，有利高現金殖利率個股發揮。群益中小型股基金經理人吳胤良認為，先前台股受到財報利空的影響，走勢呈現回檔，不過台股財報公布已告一段落，市場將回歸基本面評估，關注重點轉向後續企業成長動能，以及景氣變化方向。此外，吳胤良表示從資金面來看，外資對台股今年來仍維持淨買超態勢，且期貨多單在520就職演說後更由2萬多口調升至3.8萬口，顯示外資近期減碼只是在重新調節手中部位，未來待產業題材逐步發酵後，資金仍有回流大盤的契機。本益比﹒除權息﹒財報﹒興富發﹒外資","0 "," 2005"
"2","死人錢太好賺！殯葬業者隱身台股大戶...","大昌佳臻","2016-05-24_16:12","2016-08-13_17:18:12","http://www.moneydj.com/forum/showtopic-125239.aspx","2016年05月24日中時電子報邱怡萱殯葬業是台灣相當具有特色的產業，售生前契約、預售靈骨塔、個人骨灰室等商機龐大。(翻攝自龍巖官網)「死」是每個人都會面對到的嚴肅問題，先前根據統計，台灣殯葬業市場每年至少有500億元的商機，知名殯葬業者像是龍巖、金寶山以及萬安生命等，接連靠著充裕的現金流進行投資，儼然成為近年來股市的一股新勢力。先前台新金與財政部的彰銀經營權之爭，意外讓彰銀第3大股東龍巖集團浮上檯面。根據《信傳媒》報導，龍巖除了持有彰銀股票高達31.2萬張外，帳上也持有逾1千張的中國工商銀行股票，投資橫跨兩岸市場；此外龍巖更因持有公司債，而成為國際大型上市公司像是非洲金融、北京國有資產等的「小金主」，投資非常多角化。報導指出，金寶山股份有限公司也為股市大戶之一，金寶山雖未上市但卻積極投資許多上市櫃公司，曾為中國檢驗試劑龍頭F-合富大股東、並取得董事席位。無獨有偶，另一家殯葬業者萬安生命，也曾被媒體披露疑似入主上市營建股大華建設，董事長吳賜輝則澄清是萬安旗下長昇國際投資公司的個人行為。至於比較保守的國寶集團，帳上也有近6千多萬元的政府公債，現金高達3.9億元。殯葬業是台灣相當具有特色的產業，在不景氣環境中業績絲毫不受影響，像是龍巖去年的年終就上看25個月。內容指出，殯葬業現金入袋，在低利率、房地產租金報酬率看淡情勢下，繼續找尋最穩定投資標的，也在台灣資本市場中扮演相當特殊角色。(中時電子報)","0 "," 195"
"3","台股還漲嗎？分析師：後續觀察兩大重點","吳冠蓉","2016-05-24_14:00","2016-08-13_17:18:13","http://www.moneydj.com/forum/showtopic-125233.aspx","台指期今日開低震盪走跌，群益期貨協理林昌興表示，5月以來台股的上檔壓力區落在8200點，昨日一根長紅K棒突破後，今日雖回檔整理，不過仍表現強勢，接下來上檔壓力區落在季線位置，後續觀察重點為台股能否守穩月線、外資在期現貨連續買超的態度有沒有持續，才有機會繼續向上攻堅。林昌興表示，昨日台股量能出籠大幅度創高，長紅K棒來到5月份的高點，將5月1日至20日的空單多空扭轉，並站上8300點，而今日雖然呈現回檔測試，不過表現仍然強勢，後續觀察整個方向能否延續強勢並往上攻擊，明後兩天為關鍵，若還能出現長紅K並過新高，多方信心將歸隊，並確立台股底部脫離8000點。從今日三大類股期的表現相當，林昌興指出，電子股後續將扮演撐盤要角，台股若要能強勢上攻，得以金融及非金電族群為主力，因為與新政府政策有連動，會有一些加持效果。在籌碼面而言，外資近日在現貨布局開始轉賣為買，林昌興分析，外資買超若能持續，則短期8000點重要支撐點有可能上移至長紅K低點，而由於520後不確定因素降低，波動率下降，目前對台股正面看待，整體而言為中性偏多。","0 "," 202"
"4","挺新主委 12檔內資用力買","大昌高淑玲","2016-05-24_10:13","2016-08-13_17:18:15","http://www.moneydj.com/forum/showtopic-125225.aspx","2016年05月24日許庭瑜／台北報導新任金管會主委丁克華昨（23）日召開記者會，向大戶、投資人喊話，認為台股現在是很好的進場點，激勵內資法人周一積極買超，投信買超12億元，自營商更是出現了22億元的買超。其中日月光（2311）、群創（3481），以及矽品（2325）等更是在外資賣超，可是內資法人買進逾3千張的情況下，支撐股價漲幅達半根停板，表現搶眼。就內資法人籌碼來看，自營商昨日買超22億元，為今年3月16日的買超29億之後新高，至於投信上一次出現超過12億元的買超，則是要追溯到2014年10月29日，可見過去一年多來，投信買盤相當不積極以及保守。隨著新任金管會主委公開表態，後續政策如何推動引導閒置資金或者在海外的資金回籠，也讓這些內資法人率先表態，以實際買超動作支持。昨日內資買超張數超過2,000張的個股就有8檔，且扣除股本較大的金融股之外，個股漲幅也都相當亮眼，單日漲幅都有3％至8％水準。在個股方面，比較特別的是IC封測雙雄日月光與矽品，內外資出現對作情況，這兩檔個股外資不僅過去9日一路賣超，且昨日還繼續站在賣方，可是投信與自營商兩本土法人則是均站在買方，買超張數都超過1,200張以上。對於矽品和日月光後續將會是股權競爭延續，或者出現轉圜合作，就籌碼變化來看，內外資的解讀似乎也不同。至於面板雙虎群創與友達，投信與自營商同樣積極買進，群創昨日上漲5.98％，友達股價也有6.08％的表現。其中投信已經連續兩個交易日敲進面板雙虎的股票，回補力道相當強烈，反觀自營商則是第一天轉買。另外，投信及自營商兩內資法人昨日大買的個股還包含電子股的鴻海、宏達電、台積電、景碩、聯發科、新日興，以及金融股的玉山金、國泰金等，鴻海的內資買超量3,163張，而玉山金、宏達電、台積電等買超量都逼近3,000張，其餘的景碩國泰金、聯發科、新日興等買超量介於1,400張到1,800張之間。","0 "," 300"
"5","操盤心法－非經濟面變數淡化 重新聚焦具時、空優勢電子股!","大昌樹林~游燕玲","2016-05-24_10:13","2016-08-13_17:18:17","http://www.moneydj.com/forum/showtopic-125224.aspx","加權指數日線圖台股觀察：台灣第一季GDP-0.84％，連續三季出現衰退，出口年增率亦呈現連十五黑，國內景氣仍未復甦，在外資連續減碼期現貨之下，權值股出現較大賣壓。惟台灣仍保高殖利率4％優於亞洲其他國家，且時序將步入3Q電子產傳統旺季，有利於吸引外資重新投入台股懷抱，挹注資金動能。至於兩岸關係發展疑慮，在新政府上任未提出偏激政策後已逐漸趨緩，有利於信心回復。援引德國投資大師科斯托蘭尼名言：行情=資金+信心，未來在資金面觀察外資回補動能，信心面在科技廠步入3Q旺季以及兩岸關係疑慮漸減之下，預估加權指數後續將有表現機會。","0 "," 198"
"6","端出牛肉？丁克華提8帖藥全面拚經濟","大昌期權天后洪紫瑜","2016-05-24_08:22","2016-08-13_17:18:18","http://www.moneydj.com/forum/showtopic-125220.aspx","丁克華提振經濟8藥方金管會主委丁克華昨（23）日提出8帖藥，以金融協助產業發展，引導壽險資金及四大基金加強在台投資，和建立媒合實習工作及創新投資平台等，希望提升台灣經濟，尤其是創新創業部分。丁克華說：「若能推動一個創業，至少增加7個工作機會！」丁克華提出的8帖救經濟良藥，一是研究銀行中長期資金投入產業與公共建設開發，研究恢復工業銀行制度或鼓勵金融業投資創投基金；二是增加對中小企業授信，強化對資本額5,000萬元以下中小型企業的信用調查，銀行透過信保基金等提供融資協助。三是鼓勵創新創業，如櫃買中心有創櫃板市場，可結合各大學育成中心、會計師及券商力量，提供國內優秀創意化為創業，也能增加工作機會；四是推動高齡化與健康化金融商品，提供老年生活所需資金及安養照護，減少社會福利及健保支出。五是強化公司治理，落實金融分級管理，好的公司有更大空間推出商品及整併；六是發展FinTech，強調必須兼顧安全、公平及風險管理，有充夠配套下，積極發展新金融科技及業務，輔導人員轉型；七是檢討RBC係數，考慮加入逆景氣循環機制，調降國內ETF係數，鼓勵壽險資金投資國內ETF。至於第八就是創造就業機會，丁克華強調會要求證交所、櫃買中心調查上市櫃公司有多少人力需求，再媒合學校提供符合的人才去實習，調整學校培訓內容，增加工作機會。丁克華說，台股合理日均交易量應是1,500億元，但目前僅千億元不到，若國內機構法人如20兆元的壽險資金、6.8兆元的中華郵政及5～6兆元以上的政府四大基金，都逐步投入台股ETF等，加上台灣經濟好轉，市場能獲利，大戶自然會回來投資。丁克華表示，目前金融業面臨五大挑戰，一是國際金融情勢波動，各國經濟體復甦緩慢，美國升息時程增加市場不確定性，匯率、股市波動動大，各國金融規範越趨嚴格；二是人口結構改變，少子化、老年化社會下，勞動人口負擔加重，且已無人口紅利可期待。三是資金浮濫，國內投資標的不足，資金過度集中在高風險高報酬的商品；四是金融數位化，及金融人才轉型問題；五是金融產業競爭激烈，資本市場規模有待擴大，壽險市場飽和擴張空間有限；產險則是規模太小，有待開發新商品。(工商時報)","0 "," 288"
"7","3技術分析大師：台股短線攻頸線8,436點","大昌秋如","2016-05-24_08:19","2016-08-13_17:18:20","http://www.moneydj.com/forum/showtopic-125219.aspx","台股昨（23）日強彈逾200點，攻過半年線及8,300點。3大技術分析大師-凱基投顧董事長杜金龍、康和證券投資總監廖繼弘及波浪大師林隆炫一致指出，台股呈現技術線型跌深反彈行情，短線有機會挑戰8,436點頸線及年線約8,481點。對中線台股看法，3大技術分析大師多偏向「震盪打底」、「盤整格局」等看法；對台股長線走勢看法則不一致，杜金龍對長線走勢看得最保守，認為底部將下探6,414點（但已較先前6,250點上修），林隆炫最樂觀，認為台股8,000點有撐，9月可望挑戰萬點。520後第1天台股交易，出乎市場意料放量拉出長紅，杜金龍表示，外資昨天鎖定台積電及國泰金等權值股大買，帶動台股指數呈現技術性反彈，接下來有機會向8,436點缺口回補，至於能否突破缺口或年線位置，端視能否放出量能。但中長線杜金龍還是不看好，他認為，目前仍處盤整格局，C大波回檔還沒有結束，今年低點看7,600點，但高點也僅有8,840點，上下僅有1,200點間，明年7月還會看到6,414點低點。廖繼弘分析，台股在7,900<U+223C>8,000點上升趨勢有支撐，短線來看9日KD值上周已往上，技術線型轉好，反彈先看8,436點頸線位置，但中線還有往9周KD交叉向上，同時季線也要翻揚，才有扭轉向上的機會。林隆炫對於台股盤勢相對偏樂觀，看這波台股反彈也在頸線8,436點，且不排除有一半機會突破年線約8,481點，因520前該跑的資金都跑了，不跑的應也不會跑，目前籌碼相對較穩，再從技術面來看，4月是3,955之後第89個月轉折，5<U+223C>7月指數會在8,000<U+223C>8,500點間震盪打底。林隆炫進一步表示，7月是歐洲重要轉折，可望脫離底部，屆時台股有機會脫離盤整，行情可望一路走到9月中秋節以後，高點則將重新挑戰去年10,014點（高點）。(出處:中時財經投資自有風險,請投資人審慎評估)","0 "," 161"
"8","520後第1交易日 台股大漲 八大官股券商偷偷賣?","jessica6136","2016-05-24_08:15","2016-08-13_17:18:22","http://www.moneydj.com/forum/showtopic-125217.aspx","5月24日各報頭版要聞~全天線上開戶大昌證券提供優質服務~指名大昌林珈汶八大官股券商及三大法人近期變化520後首個營業日外資終結連16賣轉為買超，以及新任主委丁克華談話等利多加持，台股昨大漲213點收在8,344點，創近8個月最大漲點，重返月線與半年線，日量905億元為4月21日大量，「股匯期」三方同步大漲，但八大官股券商昨逢高賣超23.47億元，今盤勢恐將震盪。第一金投顧董事長陳奕光指出，520新總統演說雖中國會後發表不滿言論，但也無反制動作，台股昨由期貨大漲強拉現貨，外資終結連16賣轉為買超84.86億元，加碼淨多單至38,007口，昨電子股漲幅高達3.25％，成交比重首度擴增至60％，台股漲幅為亞股之冠。陳奕光說，「股匯期」三方同步大漲，台幣漲近1角，台指期強漲243點收在8,343點，台股帶量重返月線與半年線，先前壓抑買盤一次宣洩，且T50反1以及T50正2分爆出16.1萬張、5.5萬張，顯示多空對峙嚴重，今若未逾千億元日量恐將震盪，預期上半周盤勢較易強攻，上探季線及年線，但下半周面臨5月底MSCI調降台股權重生效，恐將回檔修正。國泰證期顧問處協理簡伯儀表示，上周五公布外銷訂單年減幅達11.1％，主計處公布失業率也不佳，本周公布景氣燈號恐連11藍，台灣基本面無明顯轉強。不過，上周外資連賣指數未見破底，且上周五台股與季線負乖離逾4％，為全球重要指數中最大者，昨金管會主委丁克華指出，台股本益比及股淨比都偏低，呼籲保險資金可回台投資ETF及基金，造就買盤進場拉抬。法人指出，外資周一終止連賣轉買，但外資買超未破百億元，帶量上漲氣勢反轉短線將有機會續呈強勢，若量能緩步擴增將可進一步挑戰季線及年線，惟八大官股昨天逢高趁勢賣超23.47億元，也為盤勢續攻投下變數，今盤勢恐將震盪。http://www.chinatimes.com/newspapers/20160524000017-260202","0 "," 186"
"9","台股大漲213點 收復月線半年線","大昌劉澤慧","2016-05-24_08:14","2016-08-13_17:18:24","http://www.moneydj.com/forum/showtopic-125216.aspx","台股昨天表現氣勢如虹，指數大漲超過兩百點，盤勢紅通通。記者王騰毅／攝影台股520後慶祝行情昨天在政府基金點火、外資由賣轉買聲中，指數大漲213點，為去年9月9日以來最大單日漲點，收在8,344點，一舉收復月線、半年線等重要反壓，並在外資「三多」─現貨、台指期、選擇權同步翻多中，指數有機會向上檔年線、8,481點發起攻擊。台股昨天強漲2.6%，外資券商主管雖直呼幅度大到難以置信，然符合機構法人客戶520前先「停看聽」，等待局勢明朗再決定進出的操作大原則，外資昨一舉買超84.8億元，大收「一面回補部位、順便軋空」之效。分享520就職前後，外資圈把所有的注意力都放在政黨輪替就職演說後，對岸釋出的訊息之上。儘管國台辦認為就職演說是「一分沒有完成的答卷」，但分析師說，現在尚未看到中國大路採取更多較強硬措施，等同是給新政府更多時間與空間來建立兩岸關係，形成空手法人搶進的最重要原因。昨天券商間也盛傳，不僅四大等政府基金持續進場點火，同時，南部的主力、業內開始歸隊，主攻生技等族群。除了市場面浮現多頭氣氛之外，台股昨天大漲也反映國際利多因素，首先，全球G7財長會議中，美國呼籲亞幣不宜競貶，新台幣應聲走揚近1角，市場預期外資資金將逐漸回流；同時，基本面也出現利多，全球最大半導體及面板設備廠的應用材料公司，第2季新接訂單金額大增至34.5億美元、創下近15年新高，全球半導體及面板市況已見復甦跡象。不過，在台股大漲過後，由於國際市場對6月中旬美國聯準會升息預期持續增溫，再加上MSCI在6月14日也將宣布陸股是否納入新興市場成分，加上國內外銷訂單、出口等經濟數據未見復甦跡象，資金面、基本面仍然是台股後市最大考驗，法人圈暫時以跌深反彈來看待本波大漲走勢。轉貼自:http://ppt.cc/EeRZD","0 "," 190"
"10","謝金河：台股交易量全搞丟 癥結在內外資稅負差1倍","胡雅惠","2016-05-24_08:12","2016-08-13_17:18:27","http://www.moneydj.com/forum/showtopic-125215.aspx","新政府上任後股市交易是投資人關注焦點，財信傳媒集團董事長謝金河認為，稅制爭議衝擊台灣產業發展，馬英九總統任內，把台股交易量全搞丟，癥結就出在內外資稅負差一半。國票金控董事長魏啟林則呼籲新政府，應先把餅做大，自然收得到稅。新政府上任，「現代財經基金會」昨（23）日舉辦財經座談，討論「建立公平稅制，提振投資意願」，邀請司法院大法官黃茂榮、穩懋半導體董事長陳進財、西華集團董事長劉文治、大名投資開發董事長蔡松棋、財信傳媒集團董事長謝金河和國票金控董事長魏啟林參與。謝金河強調，從520改朝換代當日的台股分析，成交量僅576億元，較馬英九2008年交接當日1,777億元，大幅萎縮剩三分之一，顯示馬英九任內把台股交易量全搞丟，問題癥結就出在內外資稅負差一半，股利所得外資是分離課稅20％，本國人卻得併入綜所稅，並得面對45％富人稅。等於變相重懲愛台灣的本國人。魏啟林則建議，在「稅收」及「把餅做大」的兩難上，應先選擇把餅做大，才能提振所得、充分就業，提高投資意願，自然收得到稅。房屋稅等稅制也引發與會者熱議，劉文治指出，剛辦完520國宴的萬豪酒店，是當初基於愛台灣，投資200億元興建的飯店，結果因於2014年7月後才取得使照，須適用較高稅率的新制，扣掉人事成本，根本沒有利潤。劉文治強調，稅制不公，沒人要投資，繼續3～5年下去，台灣經濟會完蛋。蔡松棋則主張，台灣營業稅應調高，以全球來看，台灣只有5％，但法國20％、亞洲鄰國也約在7％至8％，建議台灣應調升營業稅至8％。(工商時報)","0 "," 307"
