121.504954,25.03305,"<p>大埔</p><p>(02)23029545        </p><p>台北市萬華區中華路2段34號</p>","<p>161561              </p><p>(02)23029545        </p>"
121.49779,25.019961,"<p>大華</p><p>(02)23390762        </p><p>台北市萬華區萬大路495號497號</p>","<p>874805              </p><p>(02)23390762        </p>"
121.509959,25.024629,"<p>中寧</p><p>(02)23014902        </p><p>台北市萬華區中華路2段602-1-2號一樓</p>","<p>149446              </p><p>(02)23014902        </p>"
121.505238359344,25.0462369337394,"<p>六福</p><p>(02)23311176        </p><p>台北市萬華區漢口街二段73號1樓</p>","<p>136406              </p><p>(02)23311176        </p>"
121.504863,25.042891,"<p>世運</p><p>(02)23753064        </p><p>台北市萬華區昆明街81號83號</p>","<p>975663              </p><p>(02)23753064        </p>"
121.50431435858,25.0431429229482,"<p>成都</p><p>(02)23882392        </p><p>台北市萬華區成都路96號1樓</p>","<p>131799              </p><p>(02)23882392        </p>"
121.50154,25.02351,"<p>克難</p><p>(02)23379081        </p><p>台北市萬華區萬青街168號</p>","<p>149022              </p><p>(02)23379081        </p>"
121.498840354373,25.0349038942561,"<p>宏旭</p><p>(02)23025905        </p><p>台北市萬華區西園路一段238號1之2樓</p>","<p>142906              </p><p>(02)23025905        </p>"
121.505899,25.044383,"<p>昆寧</p><p>(02)23709656        </p><p>台北市萬華區西寧南路50巷3號5號</p>","<p>975858              </p><p>(02)23709656        </p>"
121.505913359865,25.0473009374451,"<p>昆福</p><p>(02)23717744        </p><p>台北市萬華區昆明街30-1號30-2號1樓</p>","<p>130361              </p><p>(02)23717744        </p>"
121.506911360449,25.0428269218063,"<p>明日</p><p>(02)23149156        </p><p>台北市萬華區成都路27巷1號1樓</p>","<p>143666              </p><p>(02)23149156        </p>"
121.505720359073,25.026092863386,"<p>青園</p><p>(02)23012464        </p><p>台北市萬華區青年路18號1樓</p>","<p>148052              </p><p>(02)23012464        </p>"
121.503061,25.038297,"<p>桂明</p><p>(02)23892844        </p><p>台北市萬華區桂林路55號</p>","<p>136299              </p><p>(02)23892844        </p>"
121.497735,25.038404,"<p>桂林</p><p>(02)23040689        </p><p>台北市萬華區桂林路160號</p>","<p>886222              </p><p>(02)23040689        </p>"
121.502573,25.028041,"<p>國雙</p><p>(02)23390812        </p><p>台北市萬華區新忠里西藏路125巷17號</p>","<p>151117              </p><p>(02)23390812        </p>"
121.507448,25.044047,"<p>捷盟</p><p>(02)23895672        </p><p>台北市萬華區漢中街51號</p>","<p>790813              </p><p>(02)23895672        </p>"
121.497608,25.020124,"<p>富帆</p><p>(02)23012146        </p><p>台北市萬華區華中里萬大路464號一樓</p>","<p>117748              </p><p>(02)23012146        </p>"
121.493038,25.034099,"<p>華江</p><p>(02)23088154        </p><p>台北市萬華區華江里20鄰環河南路2段200號</p>","<p>863388              </p><p>(02)23088154        </p>"
121.503513,25.029696,"<p>華藏</p><p>(02)23034547        </p><p>台北市萬華區西藏路107號107之1號1樓</p>","<p>144337              </p><p>(02)23034547        </p>"
121.491692,25.033206,"<p>華雙</p><p>(02)23065408        </p><p>台北市萬華區環河南路二段252號</p>","<p>975951              </p><p>(02)23065408        </p>"
121.506892,25.046539,"<p>開寧</p><p>(02)23884024        </p><p>台北市萬華區西寧南路16號</p>","<p>922197              </p><p>(02)23884024        </p>"
121.494908,25.031538,"<p>園舺</p><p>(02)23086420        </p><p>台北市萬華區西園路二段140巷52號</p>","<p>149675              </p><p>(02)23086420        </p>"
121.503876,25.044335,"<p>新峨嵋</p><p>(02)23704539        </p><p>台北市萬華區峨嵋街111之2號之3號</p>","<p>957827              </p><p>(02)23704539        </p>"
121.504879358913,25.0406599142688,"<p>新起</p><p>(02)23147269        </p><p>台北市萬華區長沙街2段87號1樓</p>","<p>149321              </p><p>(02)23147269        </p>"
121.50584,25.042485,"<p>新寧南</p><p>(02)23708471        </p><p>台北市萬華區西寧南路80號</p>","<p>960340              </p><p>(02)23708471        </p>"
121.500285,25.025252,"<p>新艋舺</p><p>(02)23046585        </p><p>台北市萬華區萬大路292號</p>","<p>140586              </p><p>(02)23046585        </p>"
121.500648355415,25.0262188639004,"<p>萬大</p><p>(02)23057808        </p><p>台北市萬華區萬大路245號247號1樓</p>","<p>162977              </p><p>(02)23057808        </p>"
121.500345,25.02789,"<p>萬和</p><p>(02)23055379        </p><p>台北市萬華區萬大路184號</p>","<p>160270              </p><p>(02)23055379        </p>"
121.494375,25.026133,"<p>萬忠</p><p>(02)23034250        </p><p>台北市萬華區東園街28巷58號</p>","<p>957229              </p><p>(02)23034250        </p>"
121.495898,25.02046,"<p>萬東</p><p>(02)23376028        </p><p>台北市萬華區萬大路486巷59弄1號</p>","<p>962287              </p><p>(02)23376028        </p>"
121.496790352595,25.0250628599195,"<p>萬長</p><p>(02)23039076        </p><p>台北市萬華區東園街78號1樓</p>","<p>153308              </p><p>(02)23039076        </p>"
121.500735,25.031338,"<p>萬華</p><p>(02)23041593        </p><p>台北市萬華區莒光路216號萬大路57號1樓</p>","<p>120559              </p><p>(02)23041593        </p>"
121.500122,25.033601,"<p>萬華站</p><p>(02)23046036        </p><p>台北市萬華區康定路382號</p>","<p>892685              </p><p>(02)23046036        </p>"
121.499549,25.035475,"<p>萬運</p><p>(02)23088704        </p><p>台北市萬華區西園路一段153號B1(捷運龍山寺站B1)</p>","<p>957713              </p><p>(02)23088704        </p>"
121.506842,25.041138,"<p>漢中</p><p>(02)23120633        </p><p>台北市萬華區漢中街185號187號</p>","<p>992130              </p><p>(02)23120633        </p>"
121.504189358369,25.0392089092117,"<p>漢陽</p><p>(02)23310744        </p><p>台北市萬華區昆明街197號199號1樓</p>","<p>135805              </p><p>(02)23310744        </p>"
121.506847,25.045579,"<p>漢寧</p><p>(02)23899050        </p><p>台北市萬華區西寧南路85號</p>","<p>119146              </p><p>(02)23899050        </p>"
121.503659357913,25.0368319009187,"<p>廣明</p><p>(02)23023362        </p><p>台北市萬華區昆明街285號之3之4</p>","<p>162184              </p><p>(02)23023362        </p>"
121.491663348948,25.0267668659438,"<p>興義</p><p>(02)23034630        </p><p>台北市萬華區興義街6號8號1樓</p>","<p>143998              </p><p>(02)23034630        </p>"
